2022-07-18T13:44:38.460468, 5026.121575582843, 1, 5027.121575582843
2022-07-18T13:44:43.223293, 4415.900322312854, 1, 4416.900322312854
2022-07-18T13:44:45.225673, 4511.982231633203, 1, 4512.982231633203
2022-07-18T13:44:47.227333, 4965.194497257212, 1, 4966.194497257212
2022-07-18T13:44:49.229718, 5247.909690938678, 1, 5248.909690938678
2022-07-18T13:44:51.231320, 5230.434234107861, 1, 5231.434234107861
2022-07-18T13:44:53.233788, 4354.681613467955, 1, 4355.681613467955
2022-07-18T13:44:55.236199, 4202.741562770345, 1, 4203.741562770345
2022-07-18T13:44:57.238609, 4452.488820631235, 1, 4453.488820631235
2022-07-18T13:44:59.241038, 5518.568511491952, 1, 5519.568511491952
2022-07-18T13:45:01.243452, 4873.504740567543, 1, 4874.504740567543
2022-07-18T13:45:03.245850, 5047.068804821924, 1, 5048.068804821924
2022-07-18T13:45:05.248299, 4789.816350399409, 1, 4790.816350399409
2022-07-18T13:45:07.250060, 5061.91616596786, 1, 5062.91616596786
2022-07-18T13:45:09.252585, 3976.7467946315555, 1, 3977.7467946315555
